3, 17, 22, 29, 34, 42, 9
7, 25, 11, 8, 20, 32, 30
5, 19, 13, 42, 21, 28, 35
4, 10, 18, 35, 36, 38, 21
8, 16, 17, 23, 29, 32, 7
4, 7, 10, 16, 27, 41, 12
11, 14, 16, 22, 28, 30, 7
14, 15, 18, 26, 28, 35, 17
8, 14, 19, 22, 31, 37, 33
3, 6, 9, 13, 14, 17, 24
18, 22, 25, 30, 36, 42, 1
9, 11, 15, 29, 31, 41, 5
4, 20, 21, 22, 23, 28, 25
10, 18, 24, 33, 38, 40, 41
3, 4, 17, 27, 34, 40, 38
14, 15, 19, 27, 29, 39, 30
4, 11, 12, 17, 27, 35, 39
2, 5, 16, 17, 29, 40, 18
8, 24, 25, 31, 38, 41, 2
3, 17, 21, 23, 30, 39, 22
10, 19, 23, 33, 39, 42, 16
1, 9, 11, 26, 28, 30, 35
4, 5, 10, 28, 38, 41, 33
9, 11, 17, 18, 22, 25, 24
4, 9, 13, 14, 23, 37, 35
6, 15, 28, 29, 33, 35, 22
10, 11, 12, 14, 25, 32, 4
6, 13, 21, 25, 26, 36, 27
7, 13, 22, 23, 31, 38, 19
4, 7, 11, 20, 29, 38, 18
12, 15, 22, 26, 37, 42, 41
17, 26, 30, 35, 37, 41, 9
6, 10, 13, 22, 29, 36, 3
8, 12, 16, 17, 33, 40, 3
1, 12, 25, 31, 40, 41, 34
3, 4, 6, 12, 16, 19, 31
1, 6, 21, 24, 38, 42, 7
4, 6, 7, 20, 23, 36, 33
15, 19, 26, 31, 36, 37, 32
3, 23, 24, 36, 37, 39, 35
1, 4, 8, 12, 13, 36, 27
3, 9, 14, 15, 24, 41, 39
4, 27, 29, 33, 37, 39, 14
1, 9, 15, 29, 35, 41, 19
3, 12, 23, 29, 31, 32, 16
2, 3, 8, 25, 30, 37, 22
1, 10, 21, 23, 37, 40, 29
1, 7, 17, 26, 28, 38, 6
1, 3, 20, 29, 40, 42, 17
8, 11, 15, 18, 23, 38, 12
1, 4, 21, 22, 33, 37, 30
15, 18, 24, 30, 36, 38, 3
5, 14, 15, 19, 30, 34, 42
4, 20, 25, 34, 35, 40, 14
9, 22, 25, 34, 41, 42, 17
1, 6, 21, 23, 25, 42, 26
12, 15, 16, 32, 33, 36, 13
3, 19, 27, 31, 35, 41, 29
5, 11, 14, 19, 25, 32, 42
6, 10, 14, 15, 33, 37, 24
2, 3, 16, 27, 28, 35, 34
7, 12, 20, 27, 28, 29, 23
6, 10, 11, 24, 26, 37, 1
7, 8, 16, 31, 32, 42, 38
8, 10, 24, 26, 28, 36, 17
9, 18, 29, 34, 38, 42, 25
5, 18, 30, 33, 35, 41, 17
10, 19, 21, 25, 28, 41, 20
1, 3, 12, 17, 22, 39, 18
3, 5, 16, 23, 28, 34, 24
9, 12, 15, 17, 25, 27, 24
1, 3, 15, 19, 31, 36, 5
22, 23, 25, 32, 34, 38, 28
2, 5, 14, 15, 26, 34, 28
3, 4, 9, 24, 34, 35, 21
1, 6, 9, 30, 31, 39, 23
10, 14, 20, 22, 32, 38, 16
8, 20, 22, 25, 35, 41, 30
9, 10, 15, 25, 40, 42, 28
3, 10, 11, 15, 34, 36, 6
2, 10, 14, 17, 19, 34, 41
3, 7, 10, 22, 33, 34, 23
7, 9, 13, 17, 35, 39, 4
4, 12, 17, 23, 26, 27, 9
6, 13, 14, 19, 23, 39, 16
2, 3, 18, 21, 30, 34, 35
13, 17, 21, 25, 31, 41, 28
8, 18, 19, 22, 28, 32, 29
13, 16, 19, 24, 32, 34, 6
4, 9, 14, 16, 24, 30, 38
3, 6, 9, 16, 17, 42, 13
9, 19, 24, 35, 36, 39, 22
1, 4, 10, 26, 28, 41, 25
14, 21, 25, 28, 31, 33, 2
15, 16, 18, 20, 28, 34, 27
2, 9, 14, 19, 39, 42, 31
12, 19, 23, 24, 35, 38, 37
2, 5, 7, 22, 28, 42, 21
4, 8, 16, 19, 22, 36, 27
10, 19, 30, 33, 39, 41, 36
2, 4, 11, 24, 30, 36, 8
2, 9, 15, 32, 38, 39, 37
7, 11, 28, 29, 41, 42, 32
3, 6, 14, 16, 22, 25, 4
10, 11, 18, 20, 40, 41, 21
1, 14, 23, 24, 36, 37, 25
1, 12, 13, 25, 31, 42, 39
16, 19, 22, 24, 25, 33, 5
6, 7, 9, 16, 21, 25, 20
8, 9, 10, 12, 19, 34, 22
15, 21, 23, 28, 31, 41, 36
9, 12, 14, 22, 25, 29, 37
3, 9, 13, 23, 30, 32, 21
3, 17, 22, 24, 29, 38, 16
1, 15, 22, 34, 39, 40, 31
2, 3, 7, 8, 14, 38, 24
3, 4, 7, 11, 19, 35, 17
1, 5, 7, 23, 26, 40, 12
4, 7, 17, 21, 26, 30, 25
3, 5, 9, 30, 34, 41, 12
8, 13, 22, 24, 28, 33, 2
4, 10, 11, 21, 24, 27, 19
2, 4, 6, 27, 36, 39, 5
11, 15, 22, 28, 30, 36, 19
2, 4, 7, 13, 20, 22, 15
10, 13, 28, 29, 35, 39, 20
5, 12, 18, 30, 31, 34, 11
3, 15, 22, 33, 34, 42, 13
5, 16, 17, 19, 20, 37, 2
6, 16, 17, 21, 35, 39, 34
7, 9, 10, 18, 24, 32, 31
2, 5, 9, 32, 39, 42, 35
2, 3, 28, 34, 36, 42, 30
1, 4, 12, 20, 34, 41, 17
1, 18, 24, 25, 26, 37, 16
9, 17, 18, 29, 34, 42, 41
17, 22, 24, 26, 34, 38, 42
2, 4, 5, 10, 21, 37, 42
13, 20, 27, 33, 37, 42, 25
7, 15, 17, 24, 29, 40, 16
13, 16, 22, 24, 27, 28, 25
5, 9, 22, 26, 27, 32, 8
1, 4, 12, 30, 36, 42, 15
5, 8, 13, 22, 28, 32, 31
5, 13, 16, 27, 29, 38, 26
7, 23, 24, 33, 34, 38, 35
4, 11, 18, 19, 35, 36, 7
3, 4, 12, 17, 33, 39, 21
2, 11, 16, 24, 28, 42, 37
7, 13, 25, 27, 34, 41, 18
2, 3, 5, 8, 27, 40, 37
2, 13, 18, 21, 23, 32, 14
3, 30, 32, 34, 35, 42, 18
8, 10, 13, 33, 35, 36, 4
8, 19, 23, 31, 25, 41, 3
3, 4, 22, 23, 28, 35, 1
8, 14, 21, 22, 24, 33, 6
6, 7, 10, 17, 32, 36, 18
2, 18, 21, 28, 30, 42, 13
6, 14, 20, 25, 31, 41, 27
10, 13, 15, 20, 27, 41, 17
1, 3, 6, 20, 29, 35, 26
3, 13, 18, 22, 27, 41, 32
10, 22, 23, 36, 39, 42, 1
6, 11, 15, 32, 34, 35, 10
3, 22, 27, 29, 37, 42, 10
6, 11, 18, 29, 30, 37, 3
5, 18, 22, 23, 33, 40, 34
5, 8, 9, 34, 38, 39, 7
11, 13, 21, 31, 40, 42, 35
2, 7, 8, 17, 27, 36, 20
2, 5, 6, 7, 22, 30, 29
1, 8, 11, 21, 26, 36, 31
2, 15, 27, 28, 35, 42, 19
11, 12, 20, 23, 28, 40, 39
3, 9, 10, 12, 15, 31, 8
9, 10, 11, 26, 28, 32, 25
7, 16, 18, 31, 36, 42, 12
3, 17, 18, 27, 36, 42, 9
2, 24, 25, 30, 33, 41, 4
4, 6, 10, 30, 34, 39, 27
1, 9, 11, 17, 23, 39, 8
2, 9, 20, 36, 38, 39, 34
1, 3, 6, 7, 31, 34, 12
5, 17, 20, 21, 32, 35, 3
11, 12, 25, 28, 29, 35, 22
9, 14, 20, 23, 27, 33, 3
14, 23, 25, 28, 38, 39, 24
1, 14, 19, 20, 38, 40, 12
1, 3, 7, 34, 35, 42, 13
8, 16, 20, 22, 37, 42, 13
6, 11, 21, 28, 34, 40, 20
12, 16, 22, 24, 36, 38, 9
13, 17, 32, 33, 39, 42, 9
10, 19, 24, 28, 35, 36, 32
2, 11, 15, 20, 40, 41, 26
1, 5, 11, 27, 29, 30, 31
3, 4, 8, 11, 38, 40, 30
1, 14, 18, 34, 35, 37, 41
13, 16, 28, 31, 35, 42, 40
2, 25, 27, 29, 33, 40, 9
4, 15, 16, 20, 39, 42, 2
2, 6, 16, 25, 33, 38, 1
4, 8, 19, 22, 39, 42, 21
8, 9, 10, 18, 19, 27, 22
20, 21, 26, 30, 33, 39, 4
8, 24, 27, 30, 38, 41, 10
8, 20, 24, 25, 27, 36, 16
13, 16, 31, 32, 36, 40, 5
4, 9, 25, 26, 31, 42, 34
1, 8, 10, 14, 21, 26, 12
12, 14, 17, 21, 22, 29, 40
3, 9, 12, 18, 23, 33, 39
2, 21, 23, 25, 30, 35, 24
7, 16, 18, 19, 21, 27, 32
1, 3, 4, 9, 16, 29, 24
6, 27, 29, 37, 40, 42, 24
20, 25, 29, 33, 34, 37, 3
8, 9, 13, 22, 32, 38, 25
9, 20, 23, 27, 33, 40, 6
1, 12, 18, 20, 21, 34, 9
4, 10, 24, 25, 30, 36, 19
5, 14, 23, 27, 36, 38, 4
2, 6, 18, 26, 29, 31, 25
5, 7, 8, 12, 22, 33, 24
4, 22, 29, 30, 32, 36, 20
3, 7, 9, 14, 28, 32, 18
6, 13, 16, 26, 29, 33, 23
7, 13, 20, 23, 36, 38, 35
1, 7, 19, 24, 32, 34, 3
5, 18, 19, 33, 38, 42, 12
15, 19, 30, 35, 39, 40, 6
6, 8, 10, 15, 24, 25, 17
8, 9, 14, 28, 29, 39, 22
1, 7, 16, 30, 35, 36, 18
11, 14, 17, 20, 27, 28, 36
2, 6, 11, 14, 39, 41, 33
7, 11, 12, 17, 23, 29, 6
1, 4, 19, 28, 36, 37, 24
3, 9, 13, 24, 35, 37, 28
10, 19, 29, 30, 33, 36, 6
4, 12, 15, 23, 27, 29, 13
2, 4, 19, 26, 31, 34, 33
7, 15, 21, 22, 23, 26, 17
3, 9, 14, 20, 23, 42, 27
3, 4, 20, 22, 24, 39, 26
6, 9, 12, 14, 17, 39, 24
2, 7, 8, 20, 37, 38, 3
7, 12, 17, 19, 35, 42, 27
10, 18, 19, 31, 36, 41, 32
4, 11, 13, 19, 20, 37, 32
8, 12, 14, 21, 24, 39, 3
3, 9, 11, 15, 22, 32, 37
3, 10, 19, 32, 33, 34, 42
2, 19, 21, 29, 31, 33, 13
5, 6, 22, 28, 33, 34, 24
18, 23, 25, 26, 32, 34, 31
2, 12, 19, 23, 32, 39, 5
6, 7, 13, 26, 33, 35, 23
6, 10, 12, 15, 30, 40, 24
3, 12, 13, 18, 24, 34, 8
2, 7, 11, 17, 21, 31, 25
11, 14, 15, 23, 34, 42, 5
15, 18, 21, 29, 35, 40, 3
7, 8, 14, 32, 36, 38, 22
4, 9, 15, 23, 34, 40, 22
2, 5, 7, 18, 20, 31, 13
9, 13, 26, 30, 38, 41, 1
10, 22, 23, 28, 35, 38, 19
1, 3, 12, 25, 29, 34, 16
2, 5, 9, 19, 25, 33, 32
3, 4, 15, 17, 22, 28, 2
4, 7, 18, 28, 33, 36, 24
15, 19, 21, 27, 31, 32, 16
1, 11, 21, 24, 31, 41, 33
11, 17, 19, 20, 34, 42, 30
4, 13, 17, 23, 32, 39, 42
7, 13, 16, 20, 23, 29, 17
12, 20, 25, 28, 32, 34, 27
9, 15, 24, 27, 28, 37, 8
4, 13, 14, 21, 26, 37, 32
5, 9, 16, 33, 35, 40, 23
10, 14, 15, 33, 37, 42, 6
6, 10, 12, 20, 25, 42, 28
6, 9, 13, 31, 33, 35, 5
3, 6, 12, 14, 19, 40, 15
7, 13, 30, 35, 41, 42, 39
15, 17, 24, 31, 36, 38, 39
12, 21, 24, 25, 34, 35, 6
9, 14, 19, 24, 26, 28, 30
4, 8, 11, 30, 34, 39, 17
2, 3, 5, 7, 38, 39, 40
11, 21, 23, 25, 33, 37, 34
4, 6, 8, 14, 17, 26, 31
6, 9, 23, 37, 39, 42, 12
8, 9, 26, 28, 33, 35, 14
9, 16, 21, 22, 35, 41, 32
7, 12, 13, 23, 24, 31, 8
1, 10, 11, 15, 21, 31, 13
19, 27, 28, 33, 37, 39, 32
9, 22, 23, 31, 34, 40, 11
5, 7, 13, 15, 30, 33, 20
10, 23, 24, 26, 38, 40, 20
23, 24, 25, 32, 34, 38, 20
3, 7, 20, 26, 32, 35, 22
11, 20, 23, 38, 40, 42, 26
5, 12, 16, 17, 18, 27, 13
3, 17, 21, 26, 29, 34, 1
5, 12, 16, 29, 37, 38, 36
1, 7, 10, 24, 30, 40, 6
4, 6, 8, 9, 23, 31, 2
4, 13, 24, 28, 31, 42, 9
15, 17, 23, 24, 27, 28, 2
8, 10, 25, 28, 29, 39, 18
8, 9, 17, 32, 36, 40, 28
8, 11, 12, 19, 35, 41, 18
6, 7, 11, 20, 23, 25, 9
7, 12, 16, 30, 40, 42, 38
7, 9, 15, 18, 36, 39, 6
3, 18, 25, 29, 38, 41, 24
1, 9, 14, 15, 26, 33, 25
5, 10, 12, 13, 21, 40, 38
23, 24, 25, 30, 36, 42, 32
16, 22, 23, 25, 28, 40, 27
22, 23, 24, 26, 36, 39, 3
2, 10, 13, 30, 37, 38, 18
4, 17, 25, 33, 35, 40, 5
3, 8, 20, 27, 32, 37, 21
4, 16, 32, 33, 36, 39, 19
3, 25, 27, 28, 36, 38, 12
8, 21, 27, 32, 38, 42, 10
5, 14, 18, 24, 37, 42, 29
4, 7, 17, 29, 32, 39, 5
1, 8, 11, 12, 28, 30, 4
4, 11, 12, 16, 35, 40, 31
1, 3, 12, 26, 39, 41, 31
10, 16, 17, 22, 23, 34, 7
14, 19, 28, 36, 40, 41, 34
7, 8, 17, 18, 34, 36, 22
10, 22, 30, 35, 38, 39, 12
5, 17, 18, 20, 27, 30, 21
6, 18, 26, 27, 28, 39, 25
1, 4, 6, 13, 38, 41, 26
5, 8, 9, 19, 24, 42, 37
5, 10, 13, 16, 20, 31, 22
11, 22, 23, 27, 32, 40, 17
1, 6, 11, 19, 24, 31, 9
6, 23, 31, 33, 36, 40, 22
2, 16, 24, 25, 27, 28, 5
14, 18, 19, 31, 35, 41, 42
5, 6, 13, 21, 34, 37, 9
5, 10, 15, 21, 26, 38, 25
9, 18, 24, 34, 41, 42, 30
13, 26, 31, 39, 40, 42, 8
6, 8, 10, 21, 25, 42, 37
2, 9, 15, 16, 17, 22, 36
8, 22, 25, 32, 35, 41, 28
2, 5, 15, 18, 28, 29, 9
3, 5, 11, 18, 22, 31, 25
2, 21, 22, 28, 32, 42, 8
2, 8, 16, 25, 29, 33, 36
6, 14, 19, 23, 24, 26, 5
2, 15, 24, 26, 28, 30, 3
3, 7, 22, 23, 29, 40, 20
17, 18, 23, 28, 33, 38, 36
1, 2, 5, 24, 32, 36, 8
12, 21, 24, 30, 31, 32, 22
3, 13, 17, 25, 30, 31, 1
1, 10, 11, 16, 26, 33, 17
6, 16, 18, 25, 27, 39, 31
1, 4, 14, 21, 39, 41, 27
6, 14, 24, 35, 37, 41, 15
1, 2, 3, 14, 24, 38, 40
5, 10, 21, 23, 31, 39, 35
11, 15, 19, 21, 29, 34, 25
3, 11, 12, 19, 22, 39, 23
5, 15, 25, 28, 32, 37, 41
7, 10, 35, 40, 41, 42, 16
5, 6, 7, 12, 19, 40, 11
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
1, 4, 7, 11, 12, 32, 15
14, 32, 35, 37, 39, 40, 2
6, 13, 15, 25, 28, 33, 39
5, 11, 18, 20, 25, 32, 37
12, 21, 22, 23, 39, 42, 31
3, 19, 22, 25, 26, 33, 32
3, 7, 8, 9, 11, 30, 28
7, 10, 17, 19, 21, 23, 5
2, 6, 18, 19, 29, 34, 33
8, 11, 12, 17, 21, 31, 3
6, 15, 16, 19, 25, 32, 8
6, 8, 9, 27, 28, 30, 7
8, 19, 20, 25, 27, 41, 5
1, 6, 9, 15, 23, 35, 29
17, 23, 28, 31, 32, 41, 25
2, 7, 8, 14, 26, 28, 42
12, 16, 17, 19, 20, 37, 2
12, 25, 26, 27, 37, 40, 30
6, 18, 19, 21, 28, 34, 40
9, 10, 17, 18, 20, 31, 28
1, 7, 8, 17, 20, 39, 18
1, 11, 26, 28, 30, 33, 4
6, 7, 12, 24, 25, 28, 30
12, 14, 16, 17, 19, 24, 15
2, 8, 12, 15, 19, 38, 42
2, 6, 7, 22, 30, 36, 34
6, 14, 20, 34, 40, 41, 3
4, 5, 7, 10, 14, 27, 29
1, 4, 13, 20, 33, 38, 19
8, 11, 14, 18, 30, 41, 22
8, 36, 38, 39, 40, 41, 6
1, 8, 13, 14, 31, 34, 12
9, 28, 35, 37, 38, 41, 23
1, 5, 20, 26, 29, 39, 13
6, 30, 31, 34, 40, 42, 19
1, 10, 16, 27, 36, 37, 26
10, 14, 22, 23, 33, 42, 21
8, 16, 17, 22, 34, 41, 39
1, 18, 20, 34, 40, 41, 23
11, 13, 15, 16, 19, 21, 5
1, 3, 7, 12, 14, 35, 5
3, 8, 12, 16, 30, 39, 29
12, 14, 18, 19, 22, 38, 39
1, 3, 10, 13, 37, 41, 19
11, 16, 28, 29, 35, 40, 42
10, 15, 19, 23, 27, 39, 2
1, 4, 6, 15, 29, 41, 23
14, 16, 19, 20, 33, 38, 18
3, 5, 6, 22, 25, 39, 36
4, 5, 8, 15, 29, 32, 3
9, 11, 15, 20, 27, 33, 4
10, 15, 17, 18, 24, 39, 16
1, 13, 19, 29, 30, 36, 16
1, 14, 20, 22, 35, 36, 5
4, 21, 23, 29, 32, 37, 2
12, 13, 17, 21, 24, 25, 33
7, 23, 24, 26, 27, 30, 11
3, 20, 30, 31, 38, 40, 36
2, 9, 15, 22, 24, 42, 5
6, 8, 13, 17, 19, 32, 3
11, 13, 14, 32, 38, 39, 6
14, 15, 25, 28, 29, 39, 31
7, 20, 21, 25, 37, 38, 40
1, 10, 19, 20, 23, 41, 7
1, 16, 28, 33, 34, 39, 22
16, 19, 24, 29, 32, 34, 42
15, 28, 32, 35, 36, 42, 19
1, 3, 23, 28, 30, 39, 35
7, 10, 15, 18, 24, 35, 14
8, 12, 21, 30, 35, 42, 28
3, 8, 9, 11, 17, 28, 10
2, 13, 21, 28, 34, 37, 16
4, 15, 26, 28, 30, 42, 33
2, 12, 13, 29, 37, 42, 9
13, 20, 21, 30, 32, 36, 17
13, 20, 21, 30, 32, 36, 17
5, 9, 17, 18, 20, 26, 25
4, 7, 14, 27, 32, 42, 21
7, 13, 15, 24, 32, 37, 3
2, 4, 6, 7, 25, 28, 10
1, 13, 20, 30, 33, 39, 41
12, 15, 19, 26, 33, 39, 8
13, 15, 25, 29, 31, 34, 35
21, 24, 27, 35, 36, 40, 42
6, 7, 13, 17, 21, 37, 24
6, 16, 28, 29, 30, 31, 9
12, 17, 22, 24, 37, 41, 4
3, 9, 17, 19, 27, 40, 7
6, 11, 13, 18, 34, 42, 3
20, 21, 25, 32, 40, 41, 16
9, 15, 18, 36, 38, 42, 29
7, 9, 14, 22, 23, 37, 13
3, 11, 16, 21, 23, 42, 38
14, 18, 26, 37, 39, 42, 35
6, 9, 10, 14, 20, 36, 38
1, 5, 22, 27, 33, 42, 41
6, 13, 24, 28, 38, 41, 2
1, 15, 32, 33, 41, 42, 13
2, 6, 8, 9, 11, 12, 10
2, 4, 14, 23, 24, 32, 27
11, 17, 19, 30, 32, 34, 12
1, 3, 6, 8, 12, 18, 26
5, 8, 9, 15, 21, 33, 7
6, 15, 18, 20, 22, 38, 21
1, 4, 12, 23, 32, 39, 40
1, 7, 20, 24, 40, 41, 23
17, 27, 29, 32, 36, 38, 33
15, 27, 35, 36, 39, 40, 19
2, 23, 26, 27, 34, 37, 25
12, 17, 20, 34, 37, 40, 23
3, 12, 13, 19, 20, 40, 15
14, 25, 26, 31, 32, 42, 15
5, 25, 28, 29, 33, 41, 37
1, 3, 8, 11, 19, 37, 40
6, 25, 35, 36, 38, 40, 19
8, 9, 15, 16, 23, 29, 11
7, 12, 13, 18, 41, 42, 28
3, 10, 27, 31, 41, 42, 28
7, 9, 14, 25, 37, 40, 39
1, 6, 15, 30, 33, 40, 4
4, 20, 21, 28, 37, 39, 16
6, 25, 28, 32, 34, 41, 4
8, 15, 20, 22, 39, 40, 2
4, 5, 12, 15, 19, 41, 3
9, 13, 20, 25, 31, 41, 6
5, 15, 16, 18, 19, 22, 17
11, 12, 17, 20, 34, 41, 22
8, 10, 15, 19, 21, 25, 20
8, 9, 11, 17, 41, 42, 34
12, 18, 20, 33, 37, 40, 31
13, 22, 25, 31, 34, 40, 9
3, 23, 32, 36, 39, 41, 17
1, 22, 25, 31, 33, 40, 23
10, 12, 24, 25, 39, 42, 2
11, 14, 26, 28, 32, 42, 27
3, 7, 12, 19, 23, 42, 21
3, 9, 16, 18, 26, 27, 34
1, 6, 14, 23, 29, 40, 32
2, 5, 22, 26, 28, 31, 4
1, 14, 22, 25, 36, 37, 20
3, 19, 28, 30, 32, 39, 23
12, 19, 21, 23, 34, 39, 42
4, 5, 15, 22, 30, 39, 7
3, 14, 15, 18, 19, 25, 31
5, 6, 12, 21, 24, 33, 4
4, 12, 18, 27, 30, 33, 9
2, 4, 7, 22, 25, 34, 3
6, 8, 10, 24, 25, 32, 42
5, 9, 11, 18, 22, 36, 31
3, 10, 13, 18, 24, 37, 20
7, 12, 17, 23, 32, 39, 18
1, 3, 4, 20, 24, 27, 34
3, 7, 29, 31, 35, 37, 33
6, 14, 30, 31, 41, 42, 19
2, 9, 20, 22, 26, 34, 29
9, 15, 17, 23, 28, 42, 22
2, 8, 18, 19, 23, 35, 28
4, 8, 9, 34, 37, 39, 31
3, 7, 10, 13, 26, 36, 41
2, 7, 10, 18, 20, 34, 41
3, 4, 15, 16, 22, 26, 20
10, 12, 25, 29, 34, 40, 11
19, 22, 27, 28, 29, 35, 31
6, 8, 15, 24, 25, 42, 28
1, 8, 21, 22, 30, 37, 18
3, 6, 10, 13, 20, 26, 25
1, 4, 12, 15, 16, 22, 19
7, 10, 16, 22, 30, 41, 26
1, 3, 30, 34, 36, 37, 5
10, 11, 16, 22, 30, 41, 19
5, 19, 34, 35, 38, 42, 13
3, 4, 14, 21, 26, 42, 15
8, 14, 15, 18, 26, 32, 6
8, 10, 11, 18, 29, 35, 38
6, 9, 20, 25, 38, 39, 11
4, 19, 24, 31, 32, 37, 18
8, 30, 37, 38, 40, 42, 1
11, 14, 21, 30, 31, 35, 19
7, 14, 23, 27, 33, 34, 31
20, 24, 26, 27, 30, 31, 19
12, 13, 17, 20, 23, 25, 2
15, 16, 30, 33, 40, 42, 25
15, 16, 30, 33, 40, 42, 25
2, 10, 21, 22, 27, 41, 11
10, 14, 18, 22, 28, 39, 20
4, 11, 27, 29, 38, 42, 28
5, 17, 26, 27, 31, 41, 15
10, 17, 22, 24, 29, 37, 11
7, 13, 17, 30, 31, 38, 27
2, 14, 18, 19, 24, 39, 1
3, 6, 7, 8, 33, 35, 29
3, 9, 12, 14, 21, 34, 26
3, 6, 8, 16, 21, 31, 11
15, 20, 25, 30, 35, 36, 32
6, 12, 17, 25, 28, 30, 4
5, 8, 11, 20, 35, 40, 38
11, 15, 29, 30, 31, 33, 39
6, 9, 16, 34, 35, 40, 5
3, 21, 28, 34, 36, 39, 17
4, 5, 9, 10, 32, 36, 33
3, 17, 20, 21, 25, 33, 28
6, 9, 12, 19, 21, 40, 36
13, 15, 16, 21, 34, 40, 3
17, 21, 36, 37, 41, 42, 26
1, 9, 13, 21, 34, 36, 32
3, 12, 15, 26, 29, 32, 30
5, 22, 23, 25, 31, 32, 11
8, 9, 26, 31, 40, 41, 16
1, 3, 13, 14, 31, 32, 19
6, 13, 14, 16, 18, 19, 28
2, 4, 14, 20, 38, 42, 6
2, 7, 10, 13, 19, 32, 34
2, 3, 13, 29, 31, 42, 11
8, 10, 19, 21, 26, 42, 30
1, 9, 16, 19, 20, 25, 23
1, 12, 22, 23, 33, 40, 39
17, 22, 28, 36, 37, 39, 11
5, 11, 15, 24, 28, 36, 25
4, 16, 23, 30, 32, 39, 27
14, 17, 20, 24, 29, 42, 22
8, 9, 22, 32, 34, 35, 36
19, 23, 27, 29, 33, 41, 26
2, 3, 4, 13, 30, 32, 28
1, 4, 6, 7, 13, 29, 3
8, 13, 16, 20, 27, 37, 41
5, 10, 12, 23, 40, 42, 27
1, 8, 13, 19, 22, 33, 40
10, 23, 35, 36, 38, 40, 13
8, 13, 21, 29, 35, 40, 28
10, 16, 18, 29, 35, 37, 33
